CODIGO,NOMBRE DEL ALIMENTO,Energía (kcal),Agua (g),Proteínas totales (g),Grasa total (g),Carbohidratos disponibles (g),Fibra dietaria (g),Calcio (mg),Fósforo (mg),Zinc (mg),Hierro (mg),Vitamina A equivalentes totales (µg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina C (mg),Sodio (mg),Potasio (mg)
D38,Sacha Inchi tostado,572,45871,30.2,54.4,2.8,7.1,267,420,,,,,,0.58,,3,0
D39,Semilla de ajonjolí*,525,45842,17.7,49.7,11.7,11.8,975,629,7.75,14.55,0,0.79,0.25,4.51,0,11,468
D40,Semilla de ajonjoli negro,499,45752,18.9,51.3,0.9,17.9,995,630,,,,,,5.86,,3,456
D41,Semilla de girasol,585,45749,23.8,58.6,3,8.8,98,635,,7.69,6,1.92,0.22,8.17,,2,640
E1,Almeja blanca,71,82.4,14.4,1.1,,,50,221,1.37,1.8,90,0.01,0.14,2.25,18.3,,
E2,"Aska (crustáceo), al estado natural",462,8,56.6,19.4,,,40,600,,76.9,,0.18,2.4,,0,,
E3,"Aska, sometido a cocción (crustáceo)",467,8,56,20.3,,,42,578,,75,,0.23,03.04,,0,,
E4,Barquillos,89,78.2,18.5,0.5,,,108,95,,0.2,,0.01,0.21,0.85,8.6,,
E5,Camaroncito seco (chino),247,45837,52.3,1.9,,,524,650,,4.9,15,0.03,0.11,3.4,0,,
E6,Camarones frescos,88,78,17.8,0.2,,,117,263,1.11,0.1,54,0.02,0.13,1.4,5.2,,
E7,Cangrejo,94,75.2,19.8,0.6,,,108,175,4.3,0.82,,0.16,0.08,2.8,2,1000,110
E8,Cangrejo cocido*,97,78.4,14.8,2.9,,,423,203,4.3,4.1,651,0.06,0.34,1.8,,41,265
E9,Caracol,87,78.6,16.9,0.8,1.9,0,158,106,1.63,2,26,0.02,0.39,1.25,7.8,206,347
E10,"Chanque, loco o tolina",104,74.3,21.9,0.3,,,85,130,0.82,1.5,2,0.03,0.35,1.68,9,,
E11,Choros,91,78.7,13,2.3,,,119,206,1.6,05.05,48,0,0.82,02.05,5.4,,
E12,Concha de abanico,92,78.2,15.9,1.8,,,12,219,,0.29,,0.05,0.79,1.8,11.6,,
E13,Erizo,147,72.1,16.3,7.9,,,59,366,,0.7,,0.06,0.42,6.1,5.7,,
E14,Langostino blanco,69,83.8,14.5,0.8,,,89,,,02.03,,,,,,,
E15,Lapas,86,78.1,18.5,0.4,,,102,81,,1.2,,0.09,0.6,1.2,9.3,,
E16,Machas,130,69.5,23.2,1.3,,,172,180,1.37,4.8,90,0.08,0.19,1.77,0.8,,
E17,"Pescado acarabuazú, salado deshidratado",292,25,47.5,9.9,,,559,379,,2.5,,0.16,0.89,,1.2,,
E18,Pescado anchoveta,156,70.8,19.1,8.2,,,77,276,1.72,03.04,15,0.01,0.21,0,8.7,,
E19,"Pescado atún, en conserva",181,65.3,22.9,9.9,,,,,,,,,,,,,
E20,"Pescado atún, enlatado en agua",116,72.5,25.5,0.8,,,11,163,0.77,1.53,17,0.03,0.07,13.28,0,,
E21,"Pescado atún, enlatado en aceite",186,63,26.5,8.1,,0,4,267,0.47,1.2,5,0.02,0.08,11.7,0,,
E22,"Pescado atún, fresco",141,70.4,23.3,4.6,,,,,,,,,,,,,
E23,Pescado ayanque o cachema,88,77.2,19.6,0.5,,,126,240,,0.3,,0.02,0.1,2.5,4.7,,
E24,Pescado bacalao fresco,82,80.2,17.8,0.7,,0,16,203,0.45,0.4,12,0.08,0.06,02.06,1,,
E25,Pescado bacalao seco salado,290,45673,62.8,2.4,,,160,950,1.59,3.6,42,0.27,0.24,7.5,4,,
E26,Pescado bagre,80,80.9,15.2,1.7,,,34,113,0.51,1.9,15,0.05,0.09,1.55,0.7,,
E27,Pescado bonito,138,70.6,23.4,4.2,,,28,258,0.3,0.7,,0.01,0.07,12.8,1.6,40,293
E28,"Pescado bonito, huevera de",101,75.5,17.2,3,,,24,274,1,1.8,90,0.07,0.4,2.77,10.1,,
E29,"Pescado bonito, músculo claro",113,73.4,23.8,1.3,,,24,,,0.51,,,,,,,
E30,"Pescado bonito, músculo oscuro",140,68.9,21.1,5.5,,,39,,,8.66,,,,,,,
E31,"Pescado bonito, pulpa asada",136,69.9,24,3.7,,,15,206,,1,,0.01,0.04,,,,
E32,"Pescado bonito, seco salado",184,44,32.3,5.1,,,112,164,0.3,6.1,,0.07,0.13,6.25,0,40,293
E33,"Pescado boquichico, salado deshidratado",287,45740,47.9,9.1,,,458,477,,4.8,,0.32,0.17,,1,,
E34,"Pescado caballa, en conserva",225,60.1,24.8,14,,,,,,,,,,,,,
E35,"Pescado caballa, fresco",127,73.8,19.5,4.9,,,,,,,,,,,,,
E36,"Pescado caballa, salado",152,65.2,25.2,4.9,,,,,,,,,,,,,
E37,Pescado cabinza,96,77.8,19.1,1.6,,,60,239,,2.34,,0.01,0.3,3.9,2.5,,
E38,Pescado cabrilla,96,77.9,18.6,1.8,,,16,,,0.74,,,,,,,
E39,Pescado carachama,64,82.8,14.2,0.4,,,140,151,,1.2,,0.02,0.07,2.12,4.8,,
E40,Pescado cazón,98,75,21.8,0.5,,,108,206,0.5,2.6,,0.02,0.08,3.4,3.4,,
E41,Pescado chita,88,78,19.8,0.4,,,22,209,,1.3,,0.09,0.04,5.3,1.8,,
E42,"Pescado chita, huevera de",62,83.8,12.3,1,,,28,390,1,1.8,90,0.09,0.12,1.43,9.8,,
E43,"Pescado chita, pulpa asada",99,75.1,21,1,,,22,170,,1,,0.09,0.09,,1.6,,
E44,Pescado coco,99,78.7,17.4,2.7,,,93,,,0.31,,,,,,,
E45,Pescado cojinova,103,75.6,20.7,1.6,,,16,247,,1.11,,0.09,0.06,0.1,4.9,,
E46,Pescado congrio,73,82.1,15.7,0.7,,,8,,,0,,,,,,,
E47,Pescado corvina,124,72.6,19.5,4.5,,0,57,182,0.42,1.1,18,0.08,0.11,2.9,1.5,,
E48,"Pescado fuasaco, con espinas",72,79.5,16.3,0.3,,,645,225,,1.3,,0.01,0.03,1.2,2.2,,
E49,"Pescado jurel, en conserva",127,67,23.2,3.8,,,,,,,,,,,,,
E50,"Pescado jurel, fresco",120,75,19.7,4,,,30,325,,1.8,,,,,,,
E51,Pescado lenguado,91,79.1,18.8,1.2,,0,18,184,0.45,0.7,10,0.09,0.08,2.9,2,,
E52,Pescado lisa,119,74.6,20.8,3.3,,,19,193,0.52,1,37,0.01,0.1,3.6,4.9,,
E53,"Pescado lorna, fresco",96,76.3,18.5,1.9,,,4,178,,1.59,,0.06,0.12,3.7,0,,
E54,"Pescado lorna, pulpa seca salada",150,44.8,30.9,2,,,260,172,,5.7,,0.07,0.13,2.75,3.9,,
E55,Pescado machete,136,72.5,20.5,5.4,,,49,217,,1.9,,0.01,0.08,4.7,5.9,,
E56,"Pescado maparate, con espinas",73,79.1,15.1,0.9,,,455,186,,1.1,,0.01,0.05,1.2,9.8,,
E57,"Pescado merluza, fresco",72,82.4,15.8,0.5,,,15,185,0.4,0.2,17,0.06,0.1,3.8,1,,
E58,"Pescado merluza, seco",363,45697,73.8,5.3,,,,,,,,,,,,,
E59,"Pescado mero, fresco*",110,77.9,20.8,2.3,0,0,47,222,0.42,0.84,47,0.06,0.08,5.85,0,54,450
E60,"Pescado paiche, seco",247,40.4,38.2,9.3,,,50,209,,3.3,,0.01,0.12,5.6,,,
E61,Pescado pampanito,106,76,19.2,2.7,,,126,132,0.72,0.3,33,0.14,0.17,3.6,6.6,,
E62,"Pescado paña, salado deshidratado",288,45798,54.3,6.2,,,710,639,,7.1,,0.3,1,,1.2,,
E63,Pescado pejerrey,105,76.5,19.6,2.4,,,105,311,,0.7,,0.01,0.05,4.5,0,,
E64,Pescado pejesapo,101,76,22.1,0.7,,,,243,,0.8,,,0.14,2.2,,,
E65,"Pescado pejesapo, pulpa asada",87,77.8,19.5,0.4,,,110,146,,1.1,,0.01,0.04,1.8,2.3,,
E66,"Pescado pejesapo, pulpa sancochada",83,77.8,18.7,0.3,,,109,136,,1,,0.04,0.11,1.25,2.1,,
E67,Pescado perico,91,76.5,20.5,0.4,,,4,,,0.83,,,,,,,
E68,Pescado pintadilla,85,77.4,18.8,0.5,,,80,193,,1,,0.1,0.11,2.83,5.3,,
E69,"Pescado ractacara, con espinas",87,74.2,15.4,2.3,,,593,390,,1.7,,0.01,0.08,2.1,2.9,,
E70,"Pescado raya, pulpa asada",136,65.9,31.1,0.4,,,15,215,,1.2,,,0.15,3.85,0,,
E71,Pescado róbalo,95,76.5,21.3,0.5,,,23,177,0.4,0.1,55,0.01,0.07,5,5.4,,
E72,"Pescado sardina, con aceite",267,54.8,21.7,20,,,382,490,1.31,2.92,32,0.08,0.23,5.24,0,505,397
E73,"Pescado sardina, con tomate",151,68,22.2,6.9,,,240,366,1.4,2.3,34,0.04,0.23,4.2,1,414,341
E74,"Pescado sardina, en grated (en conserva)",171,65.4,22.4,9,,,151,473,1.31,1.6,32,1.3,0.04,3,3,,
E75,"Pescado sardina, filete (en conserva)",202,60.6,25.8,11,,,84,453,1.31,1.1,32,1.1,0.06,2.9,1.7,,
E76,"Pescado sardina, fresco",146,71.3,20.2,6.6,,,41,,,1.9,,,,,,,
E77,"Pescado tilapia, cruda*",96,78.1,20.1,1.7,0,0,10,170,0.33,0.56,0,0.04,0.06,3.9,0,52,302
E78,"Pescado toyo, fresco",89,78.8,19.5,0.6,,,20,229,,3.43,,0.04,0.13,4.5,29.3,,
E79,"Pescado toyo, seco salado",186,38.3,38.6,2.3,,,,,,,,,,,,,
E80,Pescado tramboyo,85,78.8,19.2,0.3,,,84,141,,0.1,,0.02,0.07,0.95,4.7,,
E81,Pescado trucha rosada,110,75.3,20.9,2.3,,,8,248,0.66,0.2,17,0.01,0.22,3.15,8.4,,
E82,"Pescado trucha, en conserva",167,66.8,21.5,9,,,,,,,,,,,,,
E83,"Pescado trucha, fresca",111,75.8,19.5,3.1,,,19,245,0.66,0.22,17,0.35,0.33,4.5,1,52,361
E84,"Pescado yahuarachi, con espinas",86,77.3,15.5,2.2,,,319,252,,1.9,,0.03,0.05,1.7,2.7,,
E85,"Pescado yuliya, con espinas",85,77.6,16.9,1.4,,,723,244,,1.9,,0.01,0.1,3,2.3,,
E86,"Pescado zúngaro, salado deshidratado",286,45681,47.3,9.3,,,308,398,,6,,0.39,0.21,,1.2,,
E87,Pique,78,79.3,15.9,1.1,,,302,99,,1.3,,0.02,0.2,,2,,
E88,Pota,91,78.1,16,1.1,,,9,180,1.53,0.08,10,0.02,0.06,1.8,2.3,,
E89,"Pota, concentrado proteico de",396,45905,91.8,0.3,,,,,,,,,,,,,
E90,Pulpo,80,81.6,13.6,1.4,,,53,126,1.68,3,45,0.02,0.05,1.49,3.2,,
F1,"Ballena, carne pulpa de",90,78,18.6,1.2,,,33,132,,2.5,,0.12,0.21,0,2.8,,
F2,"Carnero, cabeza sancochada de",111,79.2,14.2,5.6,,,17,130,,2.1,,0.02,0.24,1.8,0,,
F3,"Carnero, corazón de",115,77,15.9,4.6,1.4,0,17,194,1.87,2.8,0,0.22,0.51,5.5,3.8,,
F4,"Carnero, hígado de",131,72.1,19.9,4,2.6,0,24,199,4.66,6.3,7391,0.28,02.07,17.75,12.3,,
F5,"Carnero, panza de (mondongo)",72,83.8,15.7,0.6,0,0,45,33,1.42,0.9,0,0,0.05,0,0,,
F6,"Carnero, patas sancochadas de",108,76.5,20.9,2.1,,,50,26,,1,,0.03,0.13,0.4,0,,
F7,"Carnero, pulmón de (bofe)",77,81,13.4,2.2,0,0,21,200,1.8,6.2,27,0.09,0.52,3.8,3.4,,
F8,"Carnero, riñón",109,76.7,18,3.2,0.8,0,40,270,2.24,4.1,95,0.51,3,6.1,10,,
F9,"Carnero, sesos de",113,79.1,10,7.8,0,0,7,252,1.17,2.7,0,0.34,0.17,2.9,11.4,,
F10,"Carnero, pulpa gorda",267,60.7,16.9,21.6,0,0,12,160,3.33,2.1,0,0.12,0.22,6.1,0,,
F11,"Carnero, pulpa muy magra",136,73.8,19,6.1,,,7,180,,2.2,,0.09,0.21,2.9,0,,
F12,"Carnero, pulpa semigorda",253,61.4,18.2,19.4,0,0,7,190,3.52,2.5,0,0.07,0.15,2,0,,
F13,"Cerdo, carne sin hueso",198,69.2,14.4,15.1,0.1,0,12,238,1.74,1.3,2,0.9,0.16,5.1,0.6,,
F14,"Cerdo, hígado de",128,73.7,18.5,4.7,1.7,0,17,307,5.76,6.2,6502,0.3,2.49,14.9,9.8,,
F15,"Cerdo, patas semigordas",284,57,20,22,,,16,240,,3,,0.98,0.28,5.2,0,,
F16,"Cerdo, pulmón de (bofe)",79,81.3,13.5,2.4,0,0,17,169,02.03,3.4,0,0.1,0.27,03.05,4.3,,
F17,"Cerdo, riñón de",139,75.4,13.9,8.8,0,0,6,210,2.75,5.2,59,0.35,2.96,7.9,7.2,,
F18,"Chivo, carne pulpa de",115,73.9,19.4,3.6,0,0,8,186,4,3.1,0,0.15,0.22,1.1,0,,
F19,"Conejo, carne pulpa de",136,72.8,20.1,5.6,0,0,13,213,1.57,,0,0.1,0.15,7.27,0,,
F20,"Gallina, pechuga de (sin piel)",108,73.2,19.2,2.9,0,0,5,237,1.19,0.8,52,0.06,0.06,12.9,4.4,,
F21,"Gallina, pierna de (sin piel)",120,71.3,20.6,3.6,0,0,9,190,1.19,0.9,52,0.06,0.15,6.4,4.7,,
F22,"Majaz, carne pulpa de",108,74.7,21.4,1.2,,,59,2,,,,,,,,,
F23,"Motelo, carne pulpa de",113,74.6,21.4,1.8,,,51,2,,0.7,,0.2,0.45,3,,,
F24,"Pato, carne de",326,54.3,16,28.6,0,0,15,188,1.36,1.8,63,0.1,0.24,5.6,0,,
F25,"Pavo, carne de",160,70.4,20.4,8,0,0,15,178,2.2,3.8,2,0.06,0.16,04.09,0,,
F26,"Pollo, carne pulpa",119,74.5,21.4,3.1,0,0,12,173,1.54,1.5,16,0.07,0.14,8.24,2.3,,
F27,"Pollo, corazón de",157,72.6,15.6,9.3,1.6,0,12,177,6.59,1.7,9,0.15,0.73,4.88,3.2,,
F28,"Pollo, hígado de",125,73.6,18,3.9,,,11,272,03.07,8.56,3296,0.14,1.96,9.25,33.8,71,230
F29,"Pollo, sangre cocida",69,82,16,0.1,,,14,115,,29.5,8,0.01,0.03,,4,,
F30,"Pollo, sangre cruda de",65,83,15,0.1,,,12,101,,27.3,8,0.01,0.33,,4.5,,
F31,"Rana, carne de",73,81.9,16.4,0.3,0,0,18,147,1,1.5,15,0.14,0.25,1.2,0,,
F32,"Tortuga charapa, carne de",79,81.6,16.4,0.9,,,9,121,,1.3,,0.02,0.09,5.25,,,
F33,"Res, bazo de",92,78.1,18.9,1.2,0,0,7,161,2.11,28.7,89,0.17,0.38,3.55,10.1,,
F34,"Res, cabeza sancochada de",111,77.1,18.6,3.4,,,57,110,,0.5,,0.04,0.24,01.04,0,,
F35,"Res, carne pulpa de",105,75.9,21.3,1.6,0,0,16,208,4.32,3.4,0,0.03,0.13,6.82,0,,
F36,"Res, corazón de",103,77,16.6,3.5,0.1,0,6,209,1.7,3.6,14,0.42,0.88,8.1,3.6,,
F37,"Res, criadillas de",60,86.9,9.8,1.8,,,25,222,,0.9,,0.13,0.34,02.05,43.2,,
F38,"Res, hígado de",140,70.8,20,4.6,3.3,0,13,166,4,5.4,4968,0.24,1.89,12.3,19.5,,
F39,"Res, lengua de",173,71.1,16.5,11.2,0.3,0,9,166,2.87,2.2,0,0.09,0.55,3,1.9,,
F40,"Res, panza de (mondongo)",104,79.5,16.9,3.5,0,0,66,40,1.42,0.8,21,0.01,0.03,0.56,0,,
F41,"Res, pata sancochada de",152,68.8,23.7,5.6,0,0,7,37,0.76,2.1,0,0.02,0.25,0.65,0,,
F42,"Res, pulmón de (bofe)",83,80,17.2,1.1,0,0,6,203,1.61,6.5,14,0.09,0.96,3.65,13.2,,
F43,"Res, riñón de",92,79.6,15.1,2.9,0.3,0,17,132,1.92,6.8,419,0.37,1.3,4.6,9.9,,
F44,"Res, sesos de",135,78.1,11.3,9.6,0,0,8,287,01.02,0.9,7,0.17,0.21,3.15,6.9,,
F45,"Res, ubre de",233,66,14.1,19.2,0,0,69,112,,2.9,,0.1,0.15,1.5,4.3,,
F46,"Carnero, carne seca sin hueso (chalona)",320,45708,50.3,11.7,,,53,423,,3.9,,0.06,0.4,13.63,0,,
F47,Chicharrón de cerdo (cocido),602,45830,11.3,61.4,,,40,227,,2.8,14,0.13,2.25,1.8,0,,
F48,Chicharrón de prensa,438,45929,23.9,37.2,,,60,119,,2.2,,0.01,0.28,2.25,1.4,,
F49,Chorizo,287,52.3,21,21.9,0,0,56,149,3.41,4,0,0.3,0.36,,0,,
F50,Jamón del país,344,47.9,24.7,26.4,0,0,48,177,1.9,2.1,0,0.2,0.22,3.7,0,,
F51,Jamonada,344,49.3,15.7,29.5,2.8,0,85,211,1.9,1.5,0,0.04,0.05,,0,,
F52,Mortadela,256,57.9,9.8,19.7,9.4,0,82,166,02.03,2,0,0.05,0.07,1.6,1,,
F53,Paté,500,35,10.9,49.8,1.1,0,57,289,0.92,7.1,,0.07,0.24,2.25,0,,
F54,Queso de chancho,242,55.5,20.1,17.3,,,77,68,,4.2,,0.03,0.07,0.6,1.4,,
F55,Relleno,119,75.5,14.4,5,3.2,0,63,41,1.3,16.9,0,0.02,0.06,0.86,3.4,,
F56,Salchicha blanca chica,449,40.1,12,43.2,2,0,22,114,1.84,3.2,18,0.3,0.13,2.8,2.3,,
F57,Salchicha blanca grande,363,47.9,13.6,32.3,3.5,0,76,142,1.84,1.2,18,0.16,0.08,2.85,2.5,,
F58,Hot Dog,364,49.4,11,34.3,,,76,202,02.02,1.3,0,0.03,0.07,3.72,0,,
F59,Salchicha de Huacho,461,38.2,12.9,44,2.4,0,80,92,1.84,5.5,18,0.03,0.2,2.15,0,,
F60,Tocino,493,32.8,13.5,47.9,0.8,0,26,70,1.17,1.2,11,0.24,0.12,2,1.9,,
F61,"Alpaca, carne pulpa de",109,73.9,24.1,0.5,,,11,216,,2.2,,0.08,0.15,0,7,,
F62,"Carnero, criadillas fritas**",97,78.4,15.8,3,,,16,282,,5.8,0,0.16,0.4,3.74,0,,
F63,"Carnero, panza cocida (mondongo)**",92,80.7,12.3,3.1,,,26,44,,4.2,8,0.04,0.11,3.74,0,,
F64,"Carnero, pierna cocida**",260,56.4,24.8,17.6,,,32,201,,3.6,8,0.09,0.19,1.12,0,,
F65,"Carnero, sangre cocida**",122,74.4,20.4,4.5,,,21,20,,59.2,422,0.01,0.08,2.42,0,,
F66,"Cerdo, carne magra, cruda*",143,72.2,21.4,5.7,0,0,17,211,1.84,0.84,2,0.99,0.27,4.91,1,52,389
F67,"Cerdo, corazón de**",131,74.1,15.9,6.2,,,9,163,,5.72,0,0.42,0.95,5.28,0,,
F68,"Cerdo, costilla, cruda*",282,59.4,16.1,23.6,0,0,32,143,2.31,0.91,3,0.58,0.26,4.57,0,75,233
F69,"Cerdo, churrasco c/piel*",527,45873,58.5,30.5,,,94,88,,6.2,,0.03,0.38,2.43,,,
F70,"Cerdo, cuero**",505,45791,48.4,34.6,,,15,,,,,,,,,,
F71,"Cerdo, lengua cocida de**",325,52.7,6.1,27.5,,,17,118,,2.4,0,0.1,0.37,1.67,0,,
F72,"Cordero, pierna cruda*",128,74.1,20.6,4.5,0,0,6,193,3.84,1.82,0,0.14,0.25,6.23,0,62,289
F73,"Codorniz, carne cocida de **",199,59.8,21.1,8.4,,,78,129,,4.6,4,0.06,01.06,2.53,0,,
F74,"Cuy, carne de",96,78.1,19,1.6,0.1,0,29,258,1.57,1.9,0,0.06,0.14,6.5,0,,
F75,"Llama, carne fresca de**",130,70.3,22.5,3.3,,,47,189,,4.62,6,,,,,,
F76,"Llama, carne seca de (charqui)",279,45894,57.7,3.6,,,37,422,,6.5,,0.05,0.52,27,6.8,,
F77,"Pate de hígado de pollo, envasado*",201,65.6,13.5,13.1,6.6,0,10,175,2.14,9.19,217,0.05,1.4,7.52,10,386,95
F78,"Pollo, alas con piel, crudas*",222,65.2,18.3,16,0,0,12,132,1.33,0.95,44,0.05,0.09,5.93,1,73,156
F79,"Pollo, molleja, cruda*",94,79.3,17.7,2.1,0,0,11,148,2.72,2.49,19,0.03,0.23,3.68,4,69,237
F80,"Pollo, mollejas cocidas de**",149,68.1,23.7,4.9,,,57,78,,7.8,1,0.06,0.28,2.42,0,,
F81,"Pollo, pata con piel, cruda***",170,68.9,16.9,10,,,,,,,,,,,,,
F82,"Pollo, pechuga cocida de**",213,59.6,18.9,11.3,,,9,160,,01.01,0,0.04,0.16,6.68,0,,
F83,"Pollo, pechuga frita de**",393,40,19.6,31.5,,,10,184,,01.01,0,0.04,0.13,06.05,0,,
F84,"Pollo, pierna cocida de**",193,63.8,20.2,10.5,,,10,184,,0.98,0,0.06,0.34,6,0,,
F85,"Pollo, pierna frita de**",218,59.9,20.7,12.4,,,10,182,,0.95,0,0.06,0.24,6.82,0,,
F86,"Pollo, vísceras o menudencia cruda*",168,69.8,17.9,9.2,2.1,0,10,198,03.01,5.93,3152,0.1,1.11,8.53,11,77,226
F87,"Res, bazo cocido de**",116,72.4,18.2,2,,,15,173,,57.6,24,0.06,0.32,1.81,0,,
F88,"Res, carne frita**",182,66.8,15.4,10.7,,,10,179,,3.6,5,0.09,0.25,2.97,0,,
F89,"Res, carne cruda molida**",152,70.6,20.1,7.7,,,12,180,,3.25,5,0.1,0.25,3.52,0,,
F90,"Res, carne molida frita**",196,67,15.6,14.1,,,8,170,,3.6,4,0.08,0.24,2.47,0,,
F91,"Res, charque crudo**",292,20,62.4,4.1,,,37,415,,12.21,46,0.06,0.42,2.72,0,,
F92,"Res, cuadril, churrasco***",133,71.8,22,5,,,,,,,,,,,,,
F93,"Res (ternera), costilla cruda***",95,76.3,20,1.7,,,5,201,,2,,,,,,88,325
F94,"Res, hígado frito**",174,62.9,21,6.4,,,9,225,,19.11,5811,0.26,3.76,9.57,8,,
F95,"Res, lengua cocida**",269,54.9,16.6,18.2,,,18,144,,2.4,0,0.02,0.29,1.23,0,,
F96,"Res, panza cocida**",116,75.5,19.7,4.1,,,59,81,,2.7,65,0.06,0.32,0.8,0,,
F97,"Res, pata de**",120,71,8.2,1.1,,,22,46,,2.4,0,0.05,0.12,0.85,0,,
F98,"Res, sangre cocida**",137,73.5,19.5,6.6,,,20,37,,61.4,0,"Tr,",0.07,0.75,0,,
F99,"Res, sangre cruda**",135,73.6,19.8,6.2,,,22,40,,64.4,18,0.01,0.05,1.2,5,,
F100,"Sajino, carne pulpa de",106,75,21.4,1.1,,,64,2,,,,,,,,,
F101,"Venado, carne pulpa de",110,73.9,22.9,0.8,,,65,2,,,,,,,,,
F102,"Venado, carne seca de",160,57.1,32.4,1.4,,,60,298,,1.9,,0.09,0.34,10,,,
F103,Ziqui - zapa (hormiga),487,8,36.3,28.9,,,89,309,,12.7,,0.44,1,,0,,
G1,"Crema de leche, espesa",345,57.7,2.1,37,2.8,0,65,62,0.23,0.1,411,0.02,0.11,0.04,0.6,,
G2,"Crema de leche, rala",195,73.8,2.7,19.3,3.7,0,96,80,0.27,0.1,181,0.03,0.15,0.06,0.8,,
G3,Leche condensada endulzada,322,45715,7.9,9.2,53.7,0,276,107,0.94,0.1,74,0.01,0.53,0.25,0,,
G4,Leche en polvo descremada,362,45691,36.2,0.8,52,0,1257,968,04.08,1.2,6,0.42,1.55,0.95,6.8,,
G5,Leche en polvo entera,484,45903,27,26.1,36.1,0,848,888,3.34,0.2,257,0.29,01.02,1.9,9,,
G6,Leche evaporada descremada,79,80,7.1,0.9,10.5,0,,,,,310,,,,13,,
G7,Leche evaporada entera,133,73.5,6.3,7.7,10.9,0,231,203,0.77,,65,0.03,0.66,0.31,0,,
G8,Leche fresca c/menos de 1% grasa,43,90.1,3.5,1,4.7,0,130,96,0.39,0.05,72,0.04,0.17,0.09,5.2,,
G9,Leche fresca entera (plusa),64,87.8,3.2,3.2,5.1,0,106,103,0.38,0.3,30,0.05,0.2,0.12,0.5,,
G10,Leche fresca de cabra,66,87.3,3.2,3.8,5,0,171,125,0.3,,51,0.2,0.06,0.09,0,,
G11,Leche fresca de vaca,63,87.8,3.1,3.5,4.9,0,106,94,0.4,1.3,28,0.05,0.2,0.12,0.5,,
G12,Leche materna,70,87.5,1,4.4,6.9,0,32,14,0.17,0,61,0.01,0.04,0.18,5,,
G13,Queso fresco de cabra,173,65.1,16.3,10.3,3.4,0,310,146,0.92,0.8,288,0.01,0.63,0.24,0,,
G14,Queso fresco de vaca,264,55,17.5,20.1,3.3,0,783,375,,1.3,420,0.03,0.43,0.15,0,,
G15,Queso mantecoso,396,33.5,28,30,3.3,0,1076,517,,1.5,,0.09,0.46,0.09,0,,
G16,Queso parmesano duro,440,45710,39.1,30.3,1.8,0,1260,393,2.75,0.6,108,0.01,0.38,0.23,0,,
G17,Yogurt de leche entera,61,87.9,3.5,3.3,4.7,0,121,95,0.59,0.05,30,0.03,0.14,0.08,0.53,,
G18,Yogurt frutado de leche semidescremada,97,73.8,4.1,2.8,18.2,0.3,105,105,0.67,0.05,12,0.04,0.4,0.08,0.53,,
G19,Yogurt frutado de leche descremada,95,75.4,4.4,0.2,19,0,152,119,0.74,0.07,2,0.04,0.18,0.1,0.7,,
G20,Yogurt natural de leche descremada,56,85.2,5.7,0.2,7.7,0,199,157,0.97,0.09,2,0.05,0.23,0.12,0.9,,
G21,"Leche fresca de vaca, descremada***",30,91.5,2.5,0,5,0,,,,,,,,,,,
G22,Leche parcialmente descremada sabor chocolate UHT,82,82,3,2.8,11.3,0,97,,0.38,0.3,149,,,,,74,141
G23,Queso andino,375,42,22.6,31.4,0.6,0,736,,4.43,0.12,555,,,,,608,66
G24,Queso Paria,298,48.9,19.2,24.5,0,0,629,,3.99,0.08,433,,,,,2254,45
G25,Yogurt bebible descremado durazno con calcio,50,86.6,4.1,0.1,8.1,0,213,,2.39,0.02,0,,,,,49,201
G26,Yogurt bebible de fresa,78,80.9,2.7,1.2,14.5,0,127,,0.4,0.08,43,,,,,40,124
H1,Cerveza,36,94.5,0.3,0,5.1,0,0,15,0.01,0.1,0,0.01,0.03,0.06,0,,
H2,Chicha de aguaje,54,87.2,0.4,0.8,,,14,4,,0.4,171,0.01,,0.11,0,,
H3,Chicha de cebada,24,94,0.1,0.2,,,10,1,,1.1,0,0.01,0.03,0,0,,
H4,Chicha de jora,28,93.2,0.4,0.3,,,22,18,,1.8,,0.02,0.1,0.2,2.4,,
H5,Chicha de maíz morado con azúcar,20,95,0,0,,,24,4,,1.3,,0,0.1,0.04,1.9,,
H6,Chicha de maní,34,92.1,0.5,0.8,,,12,6,,1,,0.01,0.02,0.4,0,,
H7,Chicha de pijuayo,47,88.3,0.8,0.1,,,22,10,,0.5,197,0.02,0.06,0.36,4.9,,
H8,Chicha de soya,41,89.9,0.6,0.2,,,11,13,,1.1,,0,0.03,0.08,0.3,,
H9,Chicha de yuca (masato),37,90.4,0.2,0.1,,,11,14,,0.6,,0.03,0.1,0.19,4.2,,
H10,Coca Cola,39,89.5,0,0,10.5,0,0,0,0.01,0,0,0,0,0,0,,
H11,Inca Kola,41,89,0,0,,,0,0,,0,0,0,0,0,0,,
H12,Bebida de soya,38,91.4,3,1.4,2.5,1.3,36,30,0.44,0.4,31,0.05,0.04,0.2,0,,
H13,Té sin azúcar,1,99.6,0.1,0,0.2,0,3,1,0.01,0.2,0,0,0,0.03,0,,
H14,"Vino blanco (grado alcohólico: 12,0)",81,,,,,,,,,0,,,,,,,
H15,"Vino tinto (grado alcohólico: 10,2)",69,,,,,,,,,0,,,,,,,
H16,Café sin azúcar,2,99.1,0.1,0,0.6,0,4,3,0.01,0.2,0,0,0,0.24,0,,
